Country of Registration;CFR;UVI;Event;Event Start Date;Event End Date;Registration Number;External marking;Name of vessel;Place of registration;IRCS;IRCS indicator;Licence indicator;VMS indicator;ERS indicator;AIS indicator;MMSI;Vessel Type;Main fishing gear;Subsidiary fishing gear 1;Subsidiary fishing gear 2;Subsidiary fishing gear 3;Subsidiary fishing gear 4;Subsidiary fishing gear 5;LOA;LBP;Tonnage GT;Other tonnage;GTs;Power of main engine;Power of auxiliary engine;Hull material;Date of entry into service;Segment;Country of importation/exportation;Type of export;Public aid;Year of construction,
PRT;PRT000023535;;MOD;2017-07-21;2100-12-31;VX-720-L;VX-720-L;SABOGA;VX;;N;Y;N;;;;FX;GNS;TBB;;;;;6.98;0.00;2.65;0.00;0.00;29.40;18.40;3;2004-07-13;MFL;;;PA;2004-01-01,
PRT;PRT000023536;;MOD;2018-11-23;2021-01-18;V-644-L;V-644-L;COIMBRAS;V;CUIA3;Y;Y;N;N;Y;263415240;MOX;GNS;GTR;;;;;6.60;0.00;2.06;0.00;0.00;36.80;36.80;1;2004-11-15;MFL;;;PA;2004-11-15,
PRT;PRT000023537;;MOD;2015-01-01;2100-12-31;FF-1262-L;FF-1262-L;ESTRELA DO MAR;FF;;N;Y;N;;;;FX;SB;NO;;;;;10.50;9.80;6.62;8.09;0.00;44.74;40.50;1;2004-09-14;MFL;;;PA;2004-01-01,
PRT;PRT000023540;;MOD;2018-12-19;2100-12-31;V-657-L;V-657-L;BEA;V;;N;Y;N;N;N;;MOX;GTR;NO;;;;;9.00;0.00;1.58;0.00;0.00;33.34;0.00;1;2006-08-23;MFL;;;PA;2006-08-19,
PRT;PRT000023541;;MOD;2016-01-01;2100-12-31;FF-1260-L;FF-1260-L;PEDRO EMANUEL;FF;CUFV3;Y;Y;N;;;;FX;GTR;FPO;;;;;6.80;0.00;2.79;0.00;0.00;36.80;36.80;3;2004-08-31;MFL;;;PA;2004-01-01,
PRT;PRT000023543;;MOD;2019-02-21;2100-12-31;V-650-L;V-650-L;NOSSA SENHORA DA APARECIDA;V;;N;Y;N;N;Y;263417260;MOX;GNS;GTR;;;;;6.35;0.00;1.77;0.00;0.00;73.60;0.00;1;2005-07-29;MFL;;;PA;2005-07-29,
PRT;PRT000023544;;MOD;2016-01-01;2100-12-31;C-1218-L;C-1218-L;PESCADINHA;C;;N;Y;N;;;;FX;GTR;NO;;;;;5.80;0.00;0.96;1.01;0.00;14.70;0.00;2;2005-03-24;MFL;;;PA;2005-01-01,
PRT;PRT000023545;;MOD;2017-11-10;2021-05-31;PV-339-C;PV-339-C;TRAJANO;PV;CUIC5;Y;Y;N;;;;MOX;GTR;FPO;;;;;13.50;11.69;17.87;0.00;0.00;92.67;0.00;2;2007-11-06;MFL;;;PA;2007-01-01,
PRT;PRT000023547;;MOD;2019-01-17;2100-12-31;A-3708-L;A-3708-L;MAR NOVO;A;;N;Y;N;N;N;;MOX;LLS;GTR;;;;;6.55;0.00;1.28;1.00;0.00;11.00;11.00;4;2005-01-24;MFL;;;PA;2005-01-24,
PRT;PRT000023548;;MOD;2019-08-13;2021-02-02;F-1055-L;F-1055-L;GONÇALO;F;;N;Y;N;N;N;;MOX;GTR;LHP;;;;;6.90;0.00;1.31;1.50;0.00;73.60;4.46;3;2004-04-12;MFL;;;PA;2003-01-01,
PRT;PRT000023549;;MOD;2020-09-15;2021-05-31;PM-1251-L;PM-1251-L;MENDONCA;PM;CUQF9;Y;Y;N;N;Y;263417650;MOX;GNS;FPO;;;;;6.98;0.00;1.81;3.15;0.00;73.50;0.00;3;2004-04-22;MFL;;;PA;2004-01-01,
PRT;PRT000023551;;MOD;2019-04-10;2021-05-31;VR-525-C;VR-525-C;CEFALOPODE;VR;CUQG8;Y;Y;N;N;Y;263418840;MOX;FPO;GTR;;;;;11.90;10.04;13.52;14.97;0.00;106.00;0.00;3;2006-09-21;MFL;;;PA;2006-09-21,
PRT;PRT000023552;;MOD;2018-10-22;2021-05-18;LG-1367-C;LG-1367-C;VAGABUNDO DO MAR;LG;CUOS4;Y;Y;N;N;Y;263417740;MOX;PS;GTR;;;;;9.98;8.50;8.57;10.79;0.00;74.00;0.00;3;2006-02-20;MFL;;;PA;2005-12-31,
PRT;PRT000023553;;MOD;2010-01-01;2021-05-31;PE-2443-L;PE-2443-L;FORTUNINHA;PE;CUQD9;Y;Y;N;;;;MOX;GTR;FPO;;;;;8.98;7.57;7.56;11.19;0.00;70.00;0.00;3;2005-09-01;MFL;;;PA;2005-01-01,
PRT;PRT000023554;;MOD;2019-04-24;2021-05-31;LG-1382-L;LG-1382-L;DIMAR;LG;CUHT7;Y;Y;N;N;Y;263419490;MOX;GNS;GTR;;;;;8.95;7.79;4.03;0.00;0.00;44.13;0.00;2;2007-02-01;MFL;;;PA;2006-12-31,
PRT;PRT000023555;;MOD;2018-01-01;2021-05-31;A-3682-L;A-3682-L;TATIANA;A;;N;N;N;N;N;;MOX;GTR;NO;;;;;7.00;0.00;1.09;0.00;0.00;14.70;0.00;1;2004-08-05;MFL;;;PA;2004-08-05,
PRT;PRT000023556;;MOD;2013-01-01;2021-05-31;A-3698-L;A-3698-L;4 MANOS;A;;N;N;N;;;;MOX;FPO;LHP;;;;;7.00;0.00;1.28;0.00;0.00;0.00;0.00;1;2004-11-26;MFL;;;PA;2004-01-01,
PRT;PRT000023557;;MOD;2020-08-10;2021-07-25;SN-926-L;SN-926-L;BRUXA;SN;CUMK2;Y;Y;N;N;Y;263440625;MOX;GNS;LLS;FPO;LHP;;;5.95;5.10;1.51;0.00;0.00;29.40;0.00;3;2004-10-11;MFL;;;PA;2004-10-11,
PRT;PRT000023560;;MOD;2017-03-02;2021-05-31;SN-842-L;SN-842-L;NAO PODE SER;SN;;N;Y;N;;;;MOX;GNS;FPO;;;;;5.95;0.00;1.31;2.50;0.00;36.80;36.80;3;2004-11-15;MFL;;;PA;2004-01-01,
PRT;PRT000023561;;MOD;2013-08-05;2021-05-31;B-774-L;B-774-L;RICARDANA;B;;N;Y;N;;;;MOX;GNS;GTR;;;;;6.99;0.00;2.22;0.00;0.00;29.40;3.70;3;2004-06-15;MFL;;;PA;2004-01-01,
PRT;PRT000023562;;MOD;2014-01-01;2021-05-31;TR-1530-L;TR-1530-L;AGUA VIVA;TR;;N;N;N;;;;MOX;GNS;GTR;;;;;5.90;0.00;1.48;2.90;0.00;44.00;29.40;1;2004-10-25;MFL;;;PA;1995-01-01,
PRT;PRT000023563;;MOD;2020-08-20;2021-05-31;AL-571-L;AL-571-L;BRANQUINHO;AL;CUPU8;Y;Y;N;N;Y;263416380;MOX;FPO;LHP;;;;;6.98;0.00;2.10;3.55;0.00;36.80;0.00;3;2004-08-11;MFL;;;PA;2004-08-11,
PRT;PRT000023564;;MOD;2018-07-11;2021-01-31;SA-604-L;SA-604-L;MONICA;SA;;N;Y;N;N;Y;263426280;MOX;LLS;GTR;GNS;LHP;FPO;;5.95;5.65;1.69;0.00;0.00;36.80;22.10;1;2005-03-15;MFL;;;PA;2005-03-15,
PRT;PRT000023565;;MOD;2019-09-19;2021-05-31;O-2167-L;O-2167-L;VAI COM CALMA;O;;N;Y;N;N;N;;MOX;GNS;GTR;;;;;6.72;0.00;1.12;2.91;0.00;36.80;1.80;3;2004-06-18;MFL;;;PA;2004-06-18,
PRT;PRT000023566;;MOD;2018-01-08;2100-12-31;PM-1321-L;PM-1321-L;III DUKES;PM;;N;Y;N;;;;FX;GTR;FPO;;;;;6.16;0.00;1.32;0.00;0.00;44.10;0.00;3;2004-06-17;MFL;;;PA;2004-01-01,
PRT;PRT000023567;;MOD;2019-03-18;2021-05-31;PM-1252-L;PM-1252-L;VAGAMAR;PM;CUPX9;Y;Y;N;N;Y;263420550;MOX;GNS;FPO;;;;;6.16;0.00;1.36;2.42;0.00;36.77;36.77;3;2004-06-17;MFL;;;PA;2001-01-01,
PRT;PRT000023568;;MOD;2019-09-05;2100-12-31;A-3680-L;A-3680-L;SOFI;A;;N;Y;N;N;N;;MOX;GTR;NO;;;;;6.75;0.00;1.03;0.00;0.00;7.38;0.00;1;2004-07-07;MFL;;;PA;2004-01-01,
PRT;PRT000023569;;MOD;2020-05-08;2021-05-31;A-3712-L;A-3712-L;DEUS NOS GUIE;A;;N;N;N;N;N;;MOX;GTR;LHP;LLS;;;;5.50;0.00;0.67;1.18;0.00;0.00;0.00;4;2005-02-17;MFL;;;PA;2004-12-31,
PRT;PRT000023570;;MOD;2013-02-01;2021-10-05;SA-617-L;SA-617-L;PEROLA DA PRAIA;SA;CUOS6;Y;Y;N;;;;MOX;FPO;LHP;;;;;6.98;0.00;2.68;0.00;0.00;36.77;29.42;3;2006-07-18;MFL;;;PA;2006-01-01,
PRT;PRT000023571;;MOD;2009-10-08;2100-12-31;SM-303-L;SM-303-L;FORCA DIVINA;SM;CUHZ6;Y;Y;N;;;;FX;GNS;FPO;;;;;8.95;7.68;5.40;7.64;0.00;45.00;0.00;2;2005-05-23;MFL;;;PA;2005-01-01,
PRT;PRT000023572;;MOD;2019-01-01;2021-05-31;ES-328-L;ES-328-L;JESUS DA NAZARÉ;ES;;N;Y;N;N;N;;MOX;GNS;GTR;;;;;6.30;0.00;2.08;3.21;0.00;67.10;0.00;1;2004-05-13;MFL;;;PA;2004-05-13,
PRT;PRT000023573;;MOD;2018-01-01;2021-05-31;VX-710-L;VX-710-L;GAIVOTA;VX;;N;N;N;;;;MOX;FPO;LLS;;;;;5.55;0.00;1.36;1.98;0.00;36.80;0.00;3;2003-08-12;MFL;;;PA;2003-01-01,
PRT;PRT000023575;;MOD;2020-11-16;2021-05-31;SA-612-L;SA-612-L;PONTA DE SAGRES;SA;CUOR8;Y;Y;N;N;Y;263417450;MOX;FPO;LHP;;;;;7.12;6.23;2.32;3.55;0.00;49.00;0.00;3;2006-02-20;MFL;;;PA;2005-12-31,
PRT;PRT000023576;;MOD;2019-08-22;2021-05-31;V-646-L;V-646-L;FENOMENO;V;;N;Y;N;N;N;;MOX;GTR;NO;;;;;8.95;0.00;1.80;0.00;0.00;18.40;0.00;2;2005-01-13;MFL;;;PA;2005-01-13,
PRT;PRT000023577;8743787;MOD;2021-01-01;2021-05-31;SN-868-C;SN-868-C;ALBERTO MIGUEL;SN;CUMK8;Y;Y;Y;Y;Y;263418780;LL;LLD;NO;;;;;24.79;21.18;167.29;102.82;0.00;350.00;110.32;2;2006-08-29;MFL;;;PA;2006-08-29,
PRT;PRT000023580;;MOD;2018-01-01;2021-05-31;SN-863-L;SN-863-L;SENHORA DE FATIMA;SN;;N;Y;N;N;Y;263430740;MOX;GNS;GTR;;;;;5.95;0.00;1.92;0.00;0.00;36.80;22.10;3;2005-12-15;MFL;;;PA;2005-12-15,
PRT;PRT000023581;;MOD;2020-01-01;2021-05-31;C-1213-L;C-1213-L;SAHARA;C;;N;N;N;N;N;;MOX;GTR;NO;;;;;4.90;0.00;0.82;1.19;0.00;11.16;0.00;3;2004-06-28;MFL;;;PA;2004-06-28,
PRT;PRT000023584;;MOD;2020-09-01;2021-05-31;T-758-L;T-758-L;DEUS ME PROTEJA;T;;N;Y;N;N;N;;MOX;GNS;GTR;;;;;6.16;0.00;1.70;2.16;0.00;36.80;0.00;3;2004-01-21;MFL;;;PA;2004-01-21,
PRT;PRT000023585;;MOD;2017-02-20;2100-12-31;A-3691-L;A-3691-L;ARLINDA;A;;N;Y;N;;;;FX;GTR;LHP;;;;;6.80;0.00;1.75;0.00;0.00;18.39;18.39;3;2004-11-10;MFL;;;PA;2004-01-01,
PRT;PRT000023590;;CST;2004-09-10;2100-12-31;VX-719-L;VX-719-L;GUFI;VX;;N;Y;N;;;;FX;GTR;GTR;;;;;6.98;0.00;2.91;2.15;0.00;29.83;0.00;3;2004-09-10;MFL;;;AE;2004-01-01,
PRT;PRT000023593;;MOD;2016-03-11;2021-05-31;C-1255-L;C-1255-L;LUSIT�NIA;C;;N;Y;N;;;;MOX;LLS;NO;;;;;5.80;0.00;0.96;0.00;0.00;14.70;0.00;2;2006-04-24;MFL;;;PA;2006-01-01,
PRT;PRT000023594;;CST;2004-09-30;2100-12-31;VX-725-L;VX-725-L;PATRICIA;VX;;N;Y;N;;;;FX;GTR;GTR;;;;;6.86;0.00;1.32;1.60;0.00;22.10;0.00;3;2004-09-30;MFL;;;AE;2004-01-01,
PRT;PRT000023598;;MOD;2019-08-21;2021-09-08;AN-206-L;AN-206-L;SAO FRANCISCO;AN;;N;N;N;N;N;;MOX;GNS;GTR;;;;;5.80;5.65;1.63;2.07;0.00;18.40;0.00;4;2005-02-09;MFL;;;PA;2005-01-18,
PRT;PRT000023599;;MOD;2019-11-21;2021-01-31;SA-598-L;SA-598-L;MAR AZUL;SA;CUOU9;Y;Y;N;N;Y;263422980;MOX;LHP;NO;;;;;5.40;0.00;1.13;1.46;0.00;36.80;7.38;3;2004-09-13;MFL;;;PA;2004-09-13,
PRT;PRT000023600;;MOD;2019-03-25;2100-12-31;C-1223-L;C-1223-L;DIOGO XAVIER;C;;N;Y;N;N;N;;MOX;GTR;NO;;;;;5.13;0.00;1.00;1.27;0.00;11.03;11.00;3;2005-01-24;MFL;;;PA;2005-01-24,
PRT;PRT000023601;;MOD;2018-11-06;2021-05-31;SB-1327-L;SB-1327-L;DOIS NETOS;SB;;N;Y;N;N;N;;MOX;LHP;NO;;;;;3.50;0.00;0.35;0.00;0.00;4.40;4.40;1;2005-11-04;MFL;;;PA;2005-11-04,
PRT;PRT000023602;;MOD;2021-01-01;2021-11-17;PM-1272-L;PM-1272-L;CONQUISTADOR;PM;CUJY9;Y;Y;N;N;Y;263438340;MOX;FPO;LHP;;;;;6.16;6.10;1.84;0.00;0.00;36.80;11.00;3;2005-07-27;MFL;;;PA;2005-07-25,
PRT;PRT000023603;;MOD;2019-01-01;2100-12-31;N-2573-L;N-2573-L;JOÃO FLORIPES;N;CUHR7;Y;Y;N;N;Y;263416290;MOX;GTR;FPO;;;;;8.95;7.79;4.26;6.13;0.00;44.13;0.00;2;2005-09-21;MFL;;;PA;2005-09-13,
PRT;PRT000023604;;MOD;2019-04-08;2021-05-31;CS-811-L;CS-811-L;PATRICIA;CS;CUHU3;Y;Y;N;N;Y;263424760;MOX;GTR;FPO;;;;;7.50;0.00;3.00;3.16;0.00;74.50;0.00;2;2005-03-29;MFL;;;PA;2005-03-24,
PRT;PRT000023605;;MOD;2019-05-30;2021-05-31;ES-331-L;ES-331-L;DOURADO;ES;;N;Y;N;N;N;;MOX;GNS;NO;;;;;4.70;0.00;0.74;1.41;0.00;36.80;14.70;1;2004-10-14;MFL;;;PA;2004-10-06,
PRT;PRT000023606;;MOD;2019-08-13;2021-05-31;V-643-L;V-643-L;LEAO DO MAR;V;CUEY9;Y;Y;N;N;Y;263412060;MOX;FPO;LLS;;;;;7.00;0.00;2.30;0.00;0.00;75.00;29.40;1;2004-08-16;MFL;;;PA;2004-08-16,
PRT;PRT000023607;;MOD;2019-05-16;2021-05-31;VX-771-L;VX-771-L;JAMAICA;VX;CUHX8;Y;N;N;N;N;;MOX;GTR;FPO;;;;;7.00;0.00;2.27;2.40;0.00;0.00;0.00;3;2004-06-28;MFL;;;PA;2004-06-28,
PRT;PRT000023608;;MOD;2019-10-23;2100-12-31;N-2589-L;N-2589-L;ESTRELA DO MAR;N;;N;Y;N;N;N;;MOX;GNS;LHP;;;;;5.36;0.00;1.19;1.45;0.00;36.77;0.00;3;2005-02-24;MFL;;;PA;2005-02-15,
PRT;PRT000023609;;MOD;2018-06-04;2021-05-31;C-1221-L;C-1221-L;COUTO;C;;N;Y;N;N;N;;MOX;GTR;NO;;;;;5.90;5.65;0.94;1.03;0.00;14.70;0.00;2;2004-11-15;MFL;;;PA;2004-11-15,
PRT;PRT000023610;;MOD;2019-07-02;2100-12-31;C-1216-L;C-1216-L;NOVO MAR DAS MARGARIDAS;C;;N;Y;N;N;N;;MOX;LHP;NO;;;;;6.05;5.90;1.69;2.04;0.00;18.60;0.00;2;2004-11-17;MFL;;;PA;2004-11-16,
PRT;PRT000023611;;MOD;2020-11-18;2021-07-25;SN-924-L;SN-924-L;ASTRO;SN;;N;Y;N;N;N;;MOX;GNS;LLS;;;;;6.75;0.00;2.46;0.00;0.00;66.20;0.00;3;2005-09-26;MFL;;;PA;2005-09-26,
PRT;PRT000023612;;MOD;2018-01-01;2100-12-31;CS-812-L;CS-812-L;REI;CS;;N;Y;N;N;N;;MOX;GNS;FPO;;;;;7.50;0.00;3.00;0.00;0.00;73.60;0.00;2;2005-03-29;MFL;;;PA;2005-03-24,
PRT;PRT000023616;;MOD;2020-05-11;2021-03-15;PE-2495-L;PE-2495-L;ARRIAGA;PE;CUIL4;Y;Y;N;N;Y;263428880;MOX;GNS;GTR;;;;;5.42;0.00;1.39;1.91;0.00;22.10;0.00;3;2004-08-11;MFL;;;PA;2004-08-11,
PRT;PRT000023617;;MOD;2020-03-05;2100-12-31;A-3702-L;A-3702-L;SERGIO FILIPE;A;;N;Y;N;N;N;;MOX;GTR;NO;;;;;5.95;0.00;0.85;1.06;0.00;7.30;0.00;1;2004-12-28;MFL;;;PA;2004-12-28,
PRT;PRT000023618;;MOD;2015-12-15;2100-12-31;C-1224-L;C-1224-L;VIANA;C;;N;Y;N;;;;FX;GTR;NO;;;;;5.70;5.60;0.94;1.13;0.00;18.60;2.98;2;2005-01-20;MFL;;;PA;2005-01-01,
PRT;PRT000023619;;MOD;2020-07-06;2021-05-31;SA-623-L;SA-623-L;FATIMA CRISTINA;SA;;N;Y;N;N;N;;MOX;GNS;GTR;;;;;6.80;0.00;1.72;2.66;0.00;73.60;0.00;3;2005-01-04;MFL;;;PA;2004-12-15,
PRT;PRT000023620;;MOD;2016-09-28;2021-05-31;TR-1534-L;TR-1534-L;CANOPE;TR;;N;Y;N;;;;SN;SB;NO;;;;;6.60;0.00;2.34;2.95;0.00;29.40;0.00;3;2004-09-03;MFL;;;PA;2004-01-01,
PRT;PRT000023621;;MOD;2019-12-06;2021-05-31;A-3683-L;A-3683-L;BONITA;A;;N;Y;N;N;N;;MOX;GTR;NO;;;;;6.80;0.00;0.97;1.70;0.00;11.00;0.00;1;2004-08-16;MFL;;;PA;2004-08-16,
PRT;PRT000023622;;MOD;2020-11-16;2100-12-31;N-2544-L;N-2544-L;PEIXE E PAO;N;;N;Y;N;N;N;;MOX;GNS;LLS;;;;;5.50;0.00;1.35;2.03;0.00;37.20;7.28;3;2004-11-23;MFL;;;PA;2004-11-23,
PRT;PRT000023623;;MOD;2019-07-31;2021-02-06;V-665-L;V-665-L;OLHINHOS;V;CUCX3;Y;Y;N;N;Y;263421340;MOX;GTR;DRH;;;;;9.00;0.00;1.65;0.00;0.00;18.40;18.40;2;2007-11-07;MFL;;;PA;2007-11-07,
PRT;PRT000023626;;MOD;2019-09-24;2100-12-31;TR-1533-L;TR-1533-L;ARRAIS MOISÉS;TR;;N;Y;N;N;N;;MOX;GNS;FPO;GND;GTR;LLS;LHP;6.30;0.00;1.56;0.00;0.00;37.20;0.00;3;2004-12-13;MFL;;;PA;2004-01-01,
PRT;PRT000023627;;MOD;2018-11-19;2021-05-31;B-814-L;B-814-L;PIRATA DO MAR;B;;N;N;N;N;N;;MOX;GNS;LHP;;;;;5.54;0.00;1.01;0.00;0.00;36.80;0.00;3;2004-08-03;MFL;;;PA;1991-01-01,
PRT;PRT000023628;;MOD;2021-01-01;2021-06-17;SN-870-C;SN-870-C;RIO SUL;SN;CULP5;Y;Y;N;N;Y;263418940;DB;DRB;LLS;;;;;11.20;8.99;8.37;10.73;0.00;74.50;0.00;1;2006-12-21;MFL;;;PA;2006-12-21,
PRT;PRT000023630;;MOD;2014-08-06;2100-12-31;A-3747-L;A-3747-L;LUIS MIGUEL;A;;N;Y;N;;;;FX;DRH;NO;;;;;6.06;0.00;1.12;0.00;0.00;11.00;0.00;3;2006-03-08;MFL;;;PA;2006-01-01,
PRT;PRT000023631;;MOD;2018-10-30;2021-05-31;FZ-859-L;FZ-859-L;MÁRCIO;FZ;;N;Y;N;N;N;;MOX;GNS;GTR;;;;;6.80;0.00;0.97;1.65;0.00;29.40;0.00;3;2004-07-08;MFL;;;PA;2004-07-08,
PRT;PRT000023633;;MOD;2019-08-06;2021-05-31;P-2171-L;P-2171-L;D. ROCHA;P;;N;Y;N;N;N;;MOX;GTR;NO;;;;;6.93;0.00;1.00;1.65;0.00;14.70;0.00;1;2004-07-19;MFL;;;PA;1976-01-01,
PRT;PRT000023635;;MOD;2015-12-14;2021-05-31;A-3706-L;A-3706-L;SANDRA MARIA;A;;N;N;N;;;;MOX;GTR;LHP;;;;;6.70;0.00;1.08;2.05;0.00;7.30;0.00;1;2004-07-12;MFL;;;PA;1981-01-01,
PRT;PRT000023636;;MOD;2016-05-09;2100-12-31;VX-722-L;VX-722-L;PATRICIA E RAFAEL;VX;;N;Y;N;;;;FX;GNS;GTR;;;;;6.91;0.00;1.71;1.83;0.00;36.80;22.10;3;2004-09-16;MFL;;;PA;2004-01-01,
PRT;PRT000023637;;MOD;2015-11-13;2021-05-31;TR-1536-L;TR-1536-L;VENDAVAL;TR;;N;Y;N;;;;MOX;GNS;GTR;;;;;6.98;0.00;2.61;3.03;0.00;36.80;0.00;3;2004-09-08;MFL;;;PA;2004-01-01,
PRT;PRT000023639;;MOD;2017-07-21;2100-12-31;PE-2457-L;PE-2457-L;SOM DO MAR;PE;CUOS2;Y;Y;N;;;;FX;GNS;GTR;;;;;7.20;6.61;3.17;3.38;0.00;43.00;0.00;3;2006-02-20;MFL;;;PA;2005-01-01,
PRT;PRT000023640;;MOD;2015-09-24;2021-05-31;N-2528-L;N-2528-L;NUNCA SE SABE;N;;N;N;N;;;;MOX;LLS;GNS;;;;;3.30;0.00;0.30;0.14;0.00;0.00;0.00;3;2002-10-08;MFL;;;PA;1991-01-01,
PRT;PRT000023642;;MOD;2017-01-01;2021-05-31;PE-2516-L;PE-2516-L;SENHOR AO LEME;PE;;N;N;N;;;;MOX;GTR;LHP;;;;;6.75;0.00;2.36;2.62;0.00;44.10;0.00;3;2004-11-04;MFL;;;PA;2004-01-01,
PRT;PRT000023644;;MOD;2016-09-21;2021-05-31;A-3687-L;A-3687-L;ANTONIO EDGAR;A;;N;Y;N;;;;MOX;GTR;DRH;;;;;7.00;0.00;1.29;0.00;0.00;7.30;0.00;1;2004-09-02;MFL;;;PA;2004-01-01,
PRT;PRT000023646;;MOD;2020-09-17;2021-05-31;A-3713-L;A-3713-L;JOANA;A;;N;Y;N;N;N;;MOX;GTR;DRH;;;;;7.00;0.00;1.16;0.00;0.00;11.00;5.96;1;2005-02-21;MFL;;;PA;2005-02-21,
PRT;PRT000023647;;MOD;2020-03-18;2100-12-31;A-3705-L;A-3705-L;GAIVOTA;A;;N;Y;N;N;N;;MOX;GTR;DRH;;;;;7.00;0.00;1.28;2.38;0.00;5.90;0.00;1;2004-12-23;MFL;;;PA;2004-12-23,
PRT;PRT000023648;;MOD;2018-01-01;2021-06-30;VX-776-L;VX-776-L;CHUPA-CHUPS;VX;;N;Y;N;N;N;;MOX;LLS;GTR;;;;;6.98;0.00;2.68;0.00;0.00;44.10;29.84;3;2004-11-25;MFL;;;PA;2004-11-25,
PRT;PRT000023650;;MOD;2015-03-03;2100-12-31;A-3695-L;A-3695-L;FAISCA;A;;N;Y;N;;;;FX;FPO;GTR;;;;;7.00;0.00;0.99;0.00;0.00;11.00;0.00;1;2004-11-18;MFL;;;PA;2004-01-01,
PRT;PRT000023651;;MOD;2017-11-16;2021-05-31;V-652-L;V-652-L;BONANCA;V;;N;Y;N;;;;MOX;GTR;GTR;;;;;5.50;0.00;1.16;0.00;0.00;18.40;18.40;1;2005-11-04;MFL;;;PA;2005-01-01,
PRT;PRT000023652;;MOD;2018-11-21;2021-05-31;SB-1326-L;SB-1326-L;KIKAS;SB;;N;Y;N;N;Y;263433670;MOX;LHP;NO;;;;;3.25;0.00;0.31;0.00;0.00;3.73;2.23;1;2005-10-06;MFL;;;PA;2005-10-06,
PRT;PRT000023653;;MOD;2020-05-22;2021-05-31;VR-531-C;VR-531-C;RIO NABAO;VR;CUPZ9;Y;Y;Y;Y;Y;263421750;TTW;OTB;NO;;;;;14.95;0.00;26.86;0.00;0.00;132.00;0.00;3;2008-06-26;MFL;;;PA;2008-06-26,
PRT;PRT000023656;;MOD;2018-01-01;2021-05-31;VC-285-C;VC-285-C;FILHOS DO OCEANO;VC;CUDD9;Y;Y;Y;Y;Y;263419680;MOX;GNS;LLS;;;;;17.20;14.30;44.29;0.00;0.00;261.00;0.00;2;2007-07-31;MFL;;;PA;2007-07-31,
PRT;PRT000023661;;MOD;2020-04-03;2021-05-31;FF-1295-C;FF-1295-C;SONHO FLUTUANTE;FF;CUFW4;Y;Y;Y;N;Y;263422650;TTW;OTB;NO;;;;;9.65;8.21;9.14;0.00;0.00;75.00;0.00;3;2008-12-02;MFL;;;PA;2008-12-02,
PRT;PRT000023662;;MOD;2020-11-09;2021-01-10;PV-333-C;PV-333-C;FATIMA TORRAO;PV;CUFV4;Y;Y;N;N;Y;263419860;SP;PS;FPO;;;;;11.98;9.38;9.07;0.00;0.00;82.00;21.30;2;2007-09-06;MFL;;;PA;2007-09-05,
PRT;PRT000023664;;MOD;2017-02-06;2021-05-31;VX-723-L;VX-723-L;NORTE SUL;VX;;N;Y;N;;;;TU;GNS;GTR;;;;;6.90;0.00;1.87;2.02;0.00;29.40;22.20;3;2004-09-30;MFL;;;PA;2004-01-01,
PRT;PRT000023665;;MOD;2014-02-19;2021-05-31;A-3681-L;A-3681-L;TIAGO;A;;N;Y;Y;;;;MOX;GTR;DRH;;;;;7.00;0.00;1.32;0.00;0.00;14.70;5.90;1;2004-07-24;MFL;;;PA;2004-01-01,
PRT;PRT000023666;;MOD;2016-05-18;2021-05-31;PE-2497-C;PE-2497-C;AV� VARELA;PE;CUCZ2;Y;Y;Y;;;;SP;PS;GNS;;;;;18.35;15.88;50.76;0.00;0.00;220.80;106.00;3;2009-06-09;MFL;;;PA;2009-01-01,
PRT;PRT000023667;;MOD;2018-04-06;2021-05-31;FF-1291-C;FF-1291-C;MANATA;FF;CUCY5;Y;Y;Y;Y;Y;263422380;TTW;OTB;NO;;;;;13.00;11.76;18.77;0.00;0.00;129.50;0.00;2;2008-09-30;MFL;;;PA;2008-09-30,
PRT;PRT000023668;;MOD;2019-02-06;2021-05-31;V-1088-L;V-1088-L;TIAGO E CATARINA;V;CUIC2;Y;Y;N;N;Y;263418970;MOX;GNS;NO;;;;;8.95;7.79;4.03;0.00;0.00;44.13;0.00;2;2007-02-12;MFL;;;PA;2007-02-05,
PRT;PRT000023671;;MOD;2020-01-01;2021-05-31;F-1099-L;F-1099-L;ZE LABOZAO;F;CUNB9;Y;Y;N;N;Y;263419470;DB;DRB;FPO;;;;;8.98;7.54;7.04;0.00;0.00;56.00;0.00;3;2007-05-23;MFL;;;PA;2006-12-31,
PRT;PRT000023674;;MOD;2012-04-11;2021-05-31;FF-1267-L;FF-1267-L;FILHO DO EUSEBIO;FF;CUFU8;Y;N;N;;;;MOX;GTR;FPO;;;;;6.75;0.00;2.56;0.00;0.00;44.00;14.91;3;2005-03-15;MFL;;;PA;2005-01-01,
PRT;PRT000023675;;MOD;2010-01-01;2021-04-12;SA-615-L;SA-615-L;ADRIANO JOSE;SA;CUOR9;Y;Y;N;;;;MOX;GNS;FPO;;;;;8.98;0.00;7.56;11.19;0.00;74.00;0.00;3;2006-07-21;MFL;;;PA;2006-01-01,
PRT;PRT000023676;;MOD;2017-11-17;2021-05-31;PM-1280-C;PM-1280-C;COSTA ALEGRE;PM;CUPX7;Y;Y;N;;;;MOX;FPO;FPO;;;;;9.65;8.21;8.27;0.00;0.00;71.60;0.00;3;2007-08-03;MFL;;;PA;2007-01-01,
