"region";"sppName";"latinName";"RFMO";"RFMO_Stock_ID";"FIDES_stockID";"area";"areaBis";"TAC.area.description";"Comments";"reportingName";"latinName_old";"FIDES_stockID_old"
"Other regions";"Blackspot sea bream";"Pagellus bogaraveo";"CECAF";NA;"No TAC";"34.1.1";"34_1_1";"";"";"Pagellus bogaraveo";"Pagellus bogaraveo";"No TAC"
"Mediterranean and Black Sea";"Pandora";"Pagellus erythrinus";"GFCM";NA;"No TAC";"all areas in the Med";"all areas in the Med";"";"";"Pagellus erythrinus";"Pagellus erythrinus";"No TAC"
"Other regions";"Pandora";"Pagellus spp";"CECAF";NA;"No TAC";"34.1.1,34.1.3,34.3.1,34.3.3-6";"34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6";"";"";"Pagellus spp";"Pagellus spp";"No TAC"
"Other regions";"Blue spotted sea bream";"Pagrus caeruleostictus";"CECAF";NA;"No TAC";"34.1.1,34.1.3,34.3.1,34.3.3-6";"34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6";"";"";"Pagrus caeruleostictus";"Pagrus caeruleostictus";"No TAC"
"North Sea and Eastern Arctic";"Northern shrimp";"Pandalus borealis";"ICES";NA;"PRA2AC4-C, PRA04-N.";"IV";"27_4";"EC waters of IIa) and IV";"";"Pandalus borealis";"Pandalus borealis";"PRA2AC4-C"
"Other regions";"Northern shrimp";"Pandalus borealis";"NAFO 3M";NA;"";"21";"";"";"";"Pandalus borealis";"Pandalus borealis";""
"North Sea and Eastern Arctic";"Northern shrimp";"Pandalus borealis";"ICES";NA;"PRA03A.";"IIIa";"27_3_A";"IIIa)";"";"Pandalus borealis";"Pandalus borealis";"PRA03A."
"Other regions";"Northern shrimp";"Pandalus borealis";"NAFO 3LNO";NA;"";"21";"";"";"";"Pandalus borealis";"Pandalus borealis";""
"North Sea and Eastern Arctic";"Northern shrimp";"Pandalus borealis";"ICES";NA;"PRA2AC4-C";"IVa";"27_4_A";"EC waters of IIa) and IV";"";"Pandalus borealis";"Pandalus borealis";"PRA2AC4-C"
"North Sea and Eastern Arctic";"Northern shrimp";"Pandalus borealis";"ICES";NA;"PRA2AC4-C";"I-II";"27_1,27_2";"EC waters of IIa) and IV";"";"Pandalus borealis";"Pandalus borealis";"PRA2AC4-C"
"North Atlantic";"Pandalid shrimps";"Pandalus spp,Pandalus amplus,Pandalus nipponensis,Pandalus kessleri,Pandalus goniurus,Pandalus danae,Pandalus montagui,Pandalus jordani,Pandalus borealis,Pandalus platyceros,Pandalus hypsinotus";"ICES";NA;"PRA514GRN";"all areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"Pandalus spp";"Pandalus spp";"No TAC"
"Other regions";"Caribbean spiny lobster";"Panulirus argus";"WECAFC";NA;"No TAC";"West Central Atlantic";"31";"";"";"Panulirus argus";"Panulirus argus";"No TAC"
"Mediterranean and Black Sea";"Deepwater rose shrimp";"Parapenaeus longirostris";"GFCM";NA;"No TAC";"all areas in the Med";"all areas in the Med";"";"";"Parapenaeus longirostris";"Parapenaeus longirostris";"No TAC"
"Other regions";"Deepwater rose shrimp";"Parapenaeus longirostris";"CECAF";NA;"No TAC";"34.1.1,34.1.3,34.3.1,34.3.3-6";"34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6";"";"";"Parapenaeus longirostris";"Parapenaeus longirostris";"No TAC"
"North Atlantic";"Deepwater rose shrimp";"Parapenaeus longirostris";"ICES";NA;"No TAC";"IXa";"27_9_A";"";"";"Parapenaeus longirostris";"Parapenaeus longirostris";"No TAC"
"Other regions";"Limpets";"Patellidae";"";NA;"No TAC";"Azores, Madeira and Canary Islands";"34";"";"";"Patellidae";"Patellidae";"No TAC"
"North Atlantic";"Scallop";"Pecten maximus";"ICES";NA;"No TAC";"IV, VI, VII";"27_4,27_6,27_7_E,27_7_A,27_7_B,27_7_C,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K";"";"";"Pecten maximus";"Pecten maximus";"No TAC"
"North Sea and Eastern Arctic";"Common scallop";"Pecten maximus";"ICES";NA;"No TAC";"VIId";"27_7_D";"";"";"Pecten maximus";"Pecten maximus";"No TAC"
"Mediterranean and Black Sea";"Caramote prawn";"Penaeus kerathurus";"GFCM";NA;"No TAC";"3.1";"3.1";"";"";"Penaeus kerathurus";"Penaeus kerathurus";"No TAC"
"Other regions";"Penaeus shrimp";"Penaeus subtilis";"WECAFC";NA;"PENFGU.";"French Guyana";"31";"";"";"Penaeus subtilis";"Penaeus subtilis";"PENFGU."
"Baltic Sea";"Perch";"Perca fluviatilis";"ICES";NA;"No TAC";"IIId";"27_3_D";"";"";"Perca fluviatilis";"Perca fluviatilis";"No TAC"
"North Sea and Eastern Arctic";"Greater Forkbeard";"Phycis blennoides";"ICES";NA;"GFB1234-";"IV";"27_4";"EU and international waters of I-II,  III and IV";"";"Phycis blennoides";"Phycis blennoides";"GFB1234-"
"North Atlantic";"Greater Forkbeard";"Phycis blennoides";"ICES";NA;"GFB567-,GFB89-,GFB1012-";"all areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"Should we add areas 1 II-III and IV? There also other TAC codes looking redundant";"";"Phycis blennoides";"Phycis blennoides";"GFB567-,GFB89-,GFB1012-"
"North Sea and Eastern Arctic";"Forkbeard";"Phycis phycis";"ICES";NA;"No TAC";"IV";"27_4";"";"";"Phycis phycis";"Phycis phycis";"No TAC"
"North Atlantic";"Forkbeard";"Phycis phycis";"ICES";NA;"No TAC";"all areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"Phycis phycis";"Phycis phycis";"No TAC"
"Baltic Sea";"Flounder";"Platichthys flesus";"ICES";NA;"No TAC";"22-32";"27_3_C_22,27_3_B_23,27_3_D_24,27_3_D_25,27_3_D_26,27_3_D_27,27_3_D_28,27_3_D_29,27_3_D_30,27_3_D_31,27_3_D_32";"";"";"Platichthys flesus";"Platichthys flesus";"No TAC"
"North Sea and Eastern Arctic";"Flounder";"Platichthys flesus";"ICES";NA;"FLE2AC4-C";"IV";"27_4";"EC waters of IIa) and IV";"";"Platichthys flesus";"Platichthys flesus";"FLE2AC4-C"
"North Atlantic";"Plaice";"Pleuronectes platessa";"ICES";NA;"PLE8/3411";"VIII,IX, X";"27_8,27_9,27_10";"VIII, IX, X, COPACE 34.1.1 (1)";"";"Pleuronectes platessa";"Pleuronectes platessa";"PLE8/3411"
"North Sea and Eastern Arctic";"Plaice";"Pleuronectes platessa";"ICES";NA;"PLE7DE.";"VIId";"27_7_D";"VIIde";"";"Pleuronectes platessa";"Pleuronectes platessa";"PLE7DE."
"North Sea and Eastern Arctic";"Plaice";"Pleuronectes platessa";"ICES";NA;"PLE03AN.,PLE03AS.";"IIIa";"27_3_A";"Skagerrak (Division IIIa), Kattegat (Division IIIa)";"";"Pleuronectes platessa";"Pleuronectes platessa";"PLE03AN.,PLE03AS."
"North Atlantic";"Plaice";"Pleuronectes platessa";"ICES";NA;"PLE7DE.";"VIIe";"27_7_E";"VIIde";"";"Pleuronectes platessa";"Pleuronectes platessa";"PLE7DE."
"North Sea and Eastern Arctic";"Plaice";"Pleuronectes platessa";"ICES";NA;"PLE2A3AX4";"IV";"27_4";"IV,  EC waters of Iia,   that part of IIIa not covered by the Skagerrak and the Kattegat";"";"Pleuronectes platessa";"Pleuronectes platessa";"PLE2A3AX4"
"North Atlantic";"Plaice";"Pleuronectes platessa";"ICES";NA;"PLE7BC.";"VIIbc";"27_7_B,27_7_C";"VIIbc ";"";"Pleuronectes platessa";"Pleuronectes platessa";"PLE7BC."
"North Atlantic";"Plaice";"Pleuronectes platessa";"ICES";NA;"PLE7FG.";"VIIfg";"27_7_F,27_7_G";"VIIfg";"";"Pleuronectes platessa";"Pleuronectes platessa";"PLE7FG."
"Baltic Sea";"Plaice";"Pleuronectes platessa";"ICES";NA;"PLE3BCD-C";"22-32";"27_3_C_22,27_3_B_23,27_3_D_24,27_3_D_25,27_3_D_26,27_3_D_27,27_3_D_28,27_3_D_29,27_3_D_30,27_3_D_31,27_3_D_32";"IIIb)c)d)  Excluding MU3";"";"Pleuronectes platessa";"Pleuronectes platessa";"PLE3BCD-C"
"North Atlantic";"Plaice";"Pleuronectes platessa";"ICES";NA;"PLE7HJK.";"VIIh-k";"27_7_H,27_7_J,27_7_K";"VIIhjk";"";"Pleuronectes platessa";"Pleuronectes platessa";"PLE7HJK."
"North Atlantic";"Plaice";"Pleuronectes platessa";"ICES";NA;"PLE07A.";"VIIa";"27_7_A";"ICES division VIIa - Irish Sea";"";"Pleuronectes platessa";"Pleuronectes platessa";"PLE07A."
"North Atlantic";"Pollack";"Pollachius pollachius";"ICES";NA;"POL9/3411";"IX, X";"27_9,27_10";"";"";"Pollachius pollachius";"Pollachius pollachius";"POL9/3411"
"North Atlantic";"Pollack";"Pollachius pollachius";"ICES";NA;"POL08C.,POL56-14,POL8ABDE.";"all areas except IX, X";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_12,27_14";"Should it be a general rule to include all the codes?";"";"Pollachius pollachius";"Pollachius pollachius";"POL08C.,POL56-14,POL8ABDE."
"North Sea and Eastern Arctic";"Saithe";"Pollachius virens";"ICES";NA;"POK2C3A4.,POK2C3A4";"IIIa";"27_3_A";"EU waters of IV and in IIIa";"";"Pollachius virens";"Pollachius virens";"2A34."
"North Atlantic";"Saithe";"Pollachius virens";"ICES";NA;"2A34.";"IV,IIIa,VI";"27_4_27_3_A,27_6";"EU waters of IV and in IIIa";"";"Pollachius virens";"Pollachius virens";"2A34."
"North Atlantic";"Saithe";"Pollachius virens";"ICES";NA;"POK05B-F.";"Vb";"27_5_B";"";"";"Pollachius virens";"Pollachius virens";"POK05B-F."
"North Atlantic";"Saithe";"Pollachius virens";"ICES";NA;"No TAC";"Va";"27_5_A";"";"";"Pollachius virens";"Pollachius virens";"No TAC"
"North Sea and Eastern Arctic";"Saithe";"Pollachius virens";"ICES";NA;"POK1/2INT,POK1N2AB.,POK2C3A4.,POK2C3A4";"I-II";"27_1,27_2";"I-II (International waters)";"";"Pollachius virens";"Pollachius virens";"POK1/2INT"
"North Sea and Eastern Arctic";"Saithe";"Pollachius virens";"ICES";NA;"POK2C3A4.,POK04-N.,POK2C3A4";"IV";"27_4";"EU waters of IV and in IIIa";"";"Pollachius virens";"Pollachius virens";"2A34."
"North Atlantic";"Saithe";"Pollachius virens";"ICES";NA;"POK7/3411";"VII,VIII";"27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8";"VII, VIII, IX, X, COPACE 34.1.1(1)";"";"Pollachius virens";"Pollachius virens";"POK7/3411"
"Other regions";"Wreckfish";"Polyprion americanus";"SEAFO";NA;"No TAC";"South-East Atlantic";"47";"";"";"Polyprion americanus";"Polyprion americanus";"No TAC"
"North Atlantic";"Wreckfish";"Polyprion americanus";"ICES";NA;"WRFXDS";"X";"27_10";"NEAFC Stock - Deep Sea Fisheries";"";"Polyprion americanus";"Polyprion americanus";"WRFXDS"
"Other regions";"Bastard grunt";"Pomadasys incisus";"CECAF";NA;"No TAC";"34.1.1";"34_1_1";"";"";"Pomadasys incisus";"Pomadasys incisus";"No TAC"
"Other regions";"Grunt";"Pomadasys spp";"CECAF";NA;"No TAC";"34.1.1,34.1.3,34.3.1,34.3.3-6";"34_1_1,34_1_3,34_3_1,34_3_3,34_3_4,34_3_5,34_3_6";"";"";"Pomadasys spp";"Pomadasys spp";"No TAC"
"Other regions";"Blue shark";"Prionace glauca";"WCPFC";NA;"No TAC";"West Central Pacific Ocean";"71";"";"";"Prionace glauca";"Prionace glauca";"No TAC"
"Mediterranean and Black Sea";"Blue shark";"Prionace glauca";"GFCM";NA;"No TAC";"all areas in the Med";"all areas in the Med";"";"";"Prionace glauca";"Prionace glauca";"No TAC"
"Other regions";"Blue shark";"Prionace glauca";"IOTC";NA;"No TAC";"Indian Ocean Western and Eastern";"51,57";"";"";"Prionace glauca";"Prionace glauca";"No TAC"
"Other regions";"Blue shark";"Prionace glauca";"ICCAT";NA;"No TAC";"Atlantic Ocean and adjacent seas";"21,31,27,34,37";"";"";"Prionace glauca";"Prionace glauca";"No TAC"
"North Atlantic";"Blue shark";"Prionace glauca";"ICES";NA;"BSHAN05N";"all areas (North of 5N)";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"Prionace glauca";"Prionace glauca";"BSHAN05N"
"Other regions";"Roudi escolar";"Promethichthys prometheus";"SEAFO";NA;"No TAC";"South-East Atlantic";"47";"";"";"Promethichthys prometheus";"Promethichthys prometheus";"No TAC"
"Baltic Sea";"Turbot";"Psetta maxima";"ICES";NA;"No TAC";"22-32";"27_3_C_22,27_3_B_23,27_3_D_24,27_3_D_25,27_3_D_26,27_3_D_27,27_3_D_28,27_3_D_29,27_3_D_30,27_3_D_31,27_3_D_32";"";"";"Psetta maxima";"Psetta maxima";"No TAC"
"North Sea and Eastern Arctic";"Turbot";"Psetta maxima";"ICES";NA;"No TAC";"IIIa";"27_3_A";"";"";"Psetta maxima";"Psetta maxima";"No TAC"
"North Atlantic";"Turbot";"Psetta maxima";"ICES";NA;"No TAC";"all areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"Psetta maxima";"Psetta maxima";"No TAC"
"Mediterranean and Black Sea";"Turbot";"Psetta maxima";"GFCM";NA;"TURF3742C";"Black Sea GSA 29";"Black Sea GSA 29";"Black Sea (Division 37.4.2) - EU waters";"";"Psetta maxima";"Psetta maxima";"TURF3742C"
"North Sea and Eastern Arctic";"Turbot";"Psetta maxima";"ICES";NA;"TUR2AC4-C,T/B2AC4-C";"IV, VIId";"27_4,27_7_D";"EC waters of IIa) and IV";"";"Psetta maxima";"Psetta maxima";"TUR2AC4-C"
"Other regions";"";"Pseudocyttu smaculatus";"SEAFO";NA;"No TAC";"South-East Atlantic";"47";"";"";"Pseudocyttu smaculatus";"Pseudocyttu smaculatus";"No TAC"
"Other regions";"Pelagic armourhead/ Southern boarfish";"Pseudopentaceros richardsoni";"SEAFO";NA;"No TAC";"South-East Atlantic";"47";"";"";"Pseudopentaceros richardsoni";"Pseudopentaceros richardsoni";"No TAC"
"Other regions";"West African croakers";"Pseudotolithus spp";"CECAF";NA;"No TAC";"34.1.1";"34_1_1";"";"";"Pseudotolithus spp";"Pseudotolithus spp";"No TAC"
"North Atlantic";"False catshark";"Pseudotriakis microdon";"ICES";NA;"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"Pseudotriakis microdon";"Pseudotriakis microdon";"No TAC"
"Other regions";"Lion fish";"Pterois volitans";"WECAFC";NA;"No TAC";"Guadeloupe and Martinique";"31";"";"";"Pterois volitans";"Pterois volitans";"No TAC"
"Mediterranean and Black Sea";"Bull ray";"Pteromylaeus bovinus";"GFCM";NA;"No TAC";"all areas in the Med";"all areas in the Med";"";"";"Pteromylaeus bovinus";"Pteromylaeus bovinus";"No TAC"
"North Atlantic";"Bull ray";"Pteromylaeus bovinus";"ICES";NA;"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"Pteromylaeus bovinus";"Pteromylaeus bovinus";"No TAC"
"North Sea and Eastern Arctic";"White skate";"Raja alba";"ICES";NA;"No TAC";"IV, VIId";"27_4,27_7_D";"";"Rostroraja alba";"Raja alba";"Raja alba";"No TAC"
"Mediterranean and Black Sea";"White skate";"Raja alba";"GFCM";NA;"No TAC";"all areas in the Med";"all areas in the Med";"";"Rostroraja alba";"Raja alba";"Raja alba";"No TAC"
"North Atlantic";"White skate";"Raja alba";"ICES";NA;"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"Rostroraja alba";"Raja alba";"Raja alba";"No TAC"
"North Atlantic";"Mediterranean starry ray";"Raja asterias";"ICES";NA;"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"Raja asterias";"Raja asterias";"No TAC"
"Mediterranean and Black Sea";"Mediterranean starry ray";"Raja asterias";"GFCM";NA;"No TAC";"all areas in the Med";"all areas in the Med";"";"";"Raja asterias";"Raja asterias";"No TAC"
"North Sea and Eastern Arctic";"Mediterranean starry ray";"Raja asterias";"ICES";NA;"No TAC";"IV, VIId";"27_4,27_7_D";"";"";"Raja asterias";"Raja asterias";"No TAC"
"North Atlantic";"Blue skate";"Raja batis";"ICES";NA;"No TAC";"IIa,V,VI,VII,VIII,IXa";"27_2_A,27_5,27_6,27_7,27_8,27_9_A";"";"Dipturus batis";"Raja batis";"Raja batis";"No TAC"
"Mediterranean and Black Sea";"Blue skate";"Raja batis";"GFCM";NA;"No TAC";"all areas in the Med";"all areas in the Med";"";"Dipturus batis";"Raja batis";"Raja batis";"No TAC"
"North Sea and Eastern Arctic";"Blonde ray";"Raja brachyura";"ICES";NA;"No TAC";"IV, VIId";"27_4,27_7_D";"";"";"Raja brachyura";"Raja brachyura";"No TAC"
"Mediterranean and Black Sea";"Blonde ray";"Raja brachyura";"GFCM";NA;"No TAC";"all areas in the Med";"all areas in the Med";"";"";"Raja brachyura";"Raja brachyura";"No TAC"
"North Atlantic";"Blonde ray";"Raja brachyura";"ICES";NA;"No TAC";"VI,VIIa,VIIe-g,IXa";"27_6,27_7_A,27_7_E,27_7_F,27_7_G,27_9_A";"";"";"Raja brachyura";"Raja brachyura";"No TAC"
"North Atlantic";"Sandy ray";"Raja circularis";"ICES";NA;"No TAC";"VI,VII,VIII";"27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_8,27_7_K";"";"Leucoraja circularis";"Raja circularis";"Raja circularis";"No TAC"
"Mediterranean and Black Sea";"Sandy ray";"Raja circularis";"GFCM";NA;"No TAC";"all areas in the Med";"all areas in the Med";"";"Leucoraja circularis";"Raja circularis";"Raja circularis";"No TAC"
"North Sea and Eastern Arctic";"Sandy ray";"Raja circularis";"ICES";NA;"No TAC";"all areas";"27_4,27_7_D";"";"Leucoraja circularis";"Raja circularis";"Raja circularis";"No TAC"
"Mediterranean and Black Sea";"Thornback ray";"Raja clavata";"GFCM";NA;"No TAC";"all areas in the Med";"all areas in the Med";"";"";"Raja clavata";"Raja clavata";"No TAC"
"North Sea and Eastern Arctic";"Thornback ray";"Raja clavata";"ICES";NA;"No TAC";"IV, VIId";"27_4,27_7_D";"";"";"Raja clavata";"Raja clavata";"No TAC"
"North Atlantic";"Thornback ray";"Raja clavata";"ICES";NA;"No TAC";"VI,VIIa,e-g,VIII,IXa";"27_6,27_7_A,27_7_E,27_7_F,27_7_G,27_9_A";"";"";"Raja clavata";"Raja clavata";"No TAC"
"Mediterranean and Black Sea";"Shagreen ray";"Raja fullonica";"GFCM";NA;"No TAC";"all areas in the Med";"all areas in the Med";"";"Leucoraja fullonica";"Raja fullonica";"Raja fullonica";"No TAC"
"North Sea and Eastern Arctic";"Shagreen ray";"Raja fullonica";"ICES";NA;"No TAC";"all areas";"27_4,27_7_D";"";"Leucoraja fullonica";"Raja fullonica";"Raja fullonica";"No TAC"
"North Atlantic";"Shagreen ray";"Raja fullonica";"ICES";NA;"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"Leucoraja fullonica";"Raja fullonica";"Raja fullonica";"No TAC"
"North Atlantic";"Round ray";"Raja fyllae";"ICES";NA;"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"Rajella fyllae";"Raja fyllae";"Raja fyllae";"No TAC"
"North Sea and Eastern Arctic";"Arctic skate";"Raja hyperborea";"ICES";NA;"No TAC";"IV, VIId";"27_4,27_7_D";"";"Amblyraja hyperborea";"Raja hyperborea";"Raja hyperborea";"No TAC"
"North Atlantic";"Arctic skate";"Raja hyperborea";"ICES";NA;"No TAC";"all areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"Amblyraja hyperborea";"Raja hyperborea";"Raja hyperborea";"No TAC"
"North Atlantic";"Sailray";"Raja lintea";"ICES";NA;"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"Rajella lintea";"Raja lintea";"Raja lintea";"No TAC"
"Mediterranean and Black Sea";"Maltese ray";"Raja melitensis";"GFCM";NA;"No TAC";"all areas in the Med";"all areas in the Med";"";"";"Raja melitensis";"Raja melitensis";"No TAC"
"North Sea and Eastern Arctic";"Small-eyed ray";"Raja microocellata";"ICES";NA;"RJE*07D.,RJE07D.";"all areas";"27_4,27_7_D";"";"";"Raja microocellata";"Raja microocellata";"RJE*07D.,RJE07D."
"Mediterranean and Black Sea";"Small-eyed ray";"Raja microocellata";"GFCM";NA;"No TAC";"all areas in the Med";"all areas in the Med";"";"";"Raja microocellata";"Raja microocellata";"No TAC"
"North Atlantic";"Small-eyed ray";"Raja microocellata";"ICES";NA;"RJE7FG";"VIIe-g";"27_7_E,27_7_F,27_7_G";"";"";"Raja microocellata";"Raja microocellata";"RJE7FG"
"Mediterranean and Black Sea";"Brown ray";"Raja miraletus";"GFCM";NA;"No TAC";"all areas in the Med";"all areas in the Med";"";"";"Raja miraletus";"Raja miraletus";"No TAC"
"North Sea and Eastern Arctic";"Spotted ray";"Raja montagui";"ICES";NA;"No TAC";"IV, VIId";"27_4,27_7_D";"";"";"Raja montagui";"Raja montagui";"No TAC"
"North Atlantic";"Spotted ray";"Raja montagui";"ICES";NA;"No TAC";"VI,VIIa,VIIb,VIIe-h,j,VIII,IXa";"27_6,27_7_A,27_7_B,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_9_A";"";"";"Raja montagui";"Raja montagui";"No TAC"
"Mediterranean and Black Sea";"Spotted ray";"Raja montagui";"GFCM";NA;"No TAC";"all areas in the Med";"all areas in the Med";"";"";"Raja montagui";"Raja montagui";"No TAC"
"North Sea and Eastern Arctic";"Cuckoo ray";"Raja naevus";"ICES";NA;"No TAC";"IV, VIId";"27_4,27_7_D";"";"Leucoraja naevus";"Raja naevus";"Raja naevus";"No TAC"
"North Atlantic";"Cuckoo ray";"Raja naevus";"ICES";NA;"No TAC";"VI,VIIa-c,IXa";"27_6,27_7_A,27_7_B,27_7_C,27_9_A";"";"Leucoraja naevus";"Raja naevus";"Raja naevus";"No TAC"
"Mediterranean and Black Sea";"Cuckoo ray";"Raja naevus";"GFCM";NA;"No TAC";"all areas in the Med";"all areas in the Med";"";"Leucoraja naevus";"Raja naevus";"Raja naevus";"No TAC"
"North Atlantic";"Norwegian skate";"Raja nidarosiensis";"ICES";NA;"No TAC";"VI,VIIa-c,VIIe-h,VIIk";"27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_K";"";"Dipturus nidarosiensis";"Raja nidarosiensis";"Raja nidarosiensis";"No TAC"
"Mediterranean and Black Sea";"Longnosed skate";"Raja oxyrinchus";"GFCM";NA;"No TAC";"all areas in the Med";"all areas in the Med";"";"Dipturus oxyrinchus";"Raja oxyrinchus";"Raja oxyrinchus";"No TAC"
"North Atlantic";"Longnosed skate";"Raja oxyrinchus";"ICES";NA;"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"Dipturus oxyrinchus";"Raja oxyrinchus";"Raja oxyrinchus";"No TAC"
"Mediterranean and Black Sea";"Speckled ray";"Raja polystigma";"GFCM";NA;"No TAC";"all areas in the Med";"all areas in the Med";"";"";"Raja polystigma";"Raja polystigma";"No TAC"
"North Atlantic";"Starry ray";"Raja radiata";"ICES";NA;"No TAC";"all areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"Amblyraja radiata";"Raja radiata";"Raja radiata";"No TAC"
"Mediterranean and Black Sea";"Rough ray";"Raja radula";"GFCM";NA;"No TAC";"all areas in the Med";"all areas in the Med";"";"";"Raja radula";"Raja radula";"No TAC"
"North Atlantic";"Undulate ray";"Raja undulata";"ICES";NA;"RJU*67AKD,RJU67AKXD,RJU8-C.,RJU9-C.";"VIIb-c,VIIe-j,VIIIa-c,IXa";"27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_8_A,27_8_B,27_8_C,27_9_A";"";"";"Raja undulata";"Raja undulata";"RJU*67AKD,RJU67AKXD,RJU8-C.,RJU9-C."
"North Sea and Eastern Arctic";"Undulate ray";"Raja undulata";"ICES";NA;"RJU*07D.,RJU07D.";"VIId";"27_7_D";"";"";"Raja undulata";"Raja undulata";"RJU*07D.,RJU07D."
"Mediterranean and Black Sea";"Undulate ray";"Raja undulata";"GFCM";NA;"No TAC";"all areas in the Med";"all areas in the Med";"";"";"Raja undulata";"Raja undulata";"No TAC"
"North Atlantic";"";"Rajella kukujevi";"ICES";NA;"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"Rajella kukujevi";"Rajella kukujevi";"No TAC"
"North Sea and Eastern Arctic";"Greenland halibut";"Reinhardtius hippoglossoides";"ICES";NA;"GHL2A-C46";"IV";"27_4";"EU waters of IIa and IV,   EU and international waters of Vb and VI";"";"Reinhardtius hippoglossoides";"Reinhardtius hippoglossoides";"GHL2A-C46"
"North Atlantic";"Greenland halibut";"Reinhardtius hippoglossoides";"ICES";NA;"GHL2A-C46";"VI";"27_6";"EU waters of IIa and VI. In VI";"";"Reinhardtius hippoglossoides";"Reinhardtius hippoglossoides";"GHL2A-C46"
"North Atlantic";"Greenland halibut";"Reinhardtius hippoglossoides";"ICES";NA;"GHL514GRN";"V,XIV";"27_5,27_14";"Greenland zone: V & XIV";"";"Reinhardtius hippoglossoides";"Reinhardtius hippoglossoides";"GHL514GRN"
"Other regions";"Greenland halibut";"Reinhardtius hippoglossoides";"NAFO 3KLMNO";NA;"";"21";"";"";"";"Reinhardtius hippoglossoides";"Reinhardtius hippoglossoides";""
"Other regions";"Greenland halibut";"Reinhardtius hippoglossoides";"NAFO SA1";NA;"";"21";"";"";"";"Reinhardtius hippoglossoides";"Reinhardtius hippoglossoides";""
