SpecWormsCode;SpecWormsScientificName;WormsCodeType;SpecFAOCode;SpecFAOScientificName;FAOCodeType
279753;Aspericorvina jubata;SpecWoRMS;ERJ;Aspericorvina jubata;SpecASFIS
125752;Macrourus;SpecWoRMS;GRV;Macrourus spp;SpecASFIS
123084;Ophiuroidea;SpecWoRMS;OWP;Ophiuroidea;SpecASFIS
273573;Symphodus roissali;SpecWoRMS;YVQ;Symphodus roissali;SpecASFIS
126451;Gaidropsarus argentatus;SpecWoRMS;GDT;Gaidropsarus argentatus;SpecASFIS
126359;Magnisudis atlantica;SpecWoRMS;MNL;Magnisudis atlantica;SpecASFIS
298167;Deania calceus;SpecWoRMS;DCA;Deania calcea;SpecASFIS
271509;Bathyraja brachyurops;SpecWoRMS;BZB;Bathyraja brachyurops;SpecASFIS
136976;Phocidae;SpecWoRMS;ZPX;Phocidae;SpecASFIS
126481;Trachyrincus murrayi;SpecWoRMS;TWF;Trachyrincus murrayi;SpecASFIS
126675;Ophidion barbatum;SpecWoRMS;OOA;Ophidion barbatum;SpecASFIS
280263;Coelorinchus carminatus;SpecWoRMS;IHK;Coelorinchus carminatus;SpecASFIS
280299;Coelorinchus labiatus;SpecWoRMS;CQV;Coelorinchus labiatus;SpecASFIS
321911;Tetronarce nobiliana;SpecWoRMS;TTO;Tetronarce nobiliana;SpecASFIS
125571;Trichiuridae;SpecWoRMS;CUT;Trichiuridae;SpecASFIS
138990;Acanthocardia aculeata;SpecWoRMS;AKK;Acanthocardia aculeata;SpecASFIS
127127;Arnoglossus rueppelii;SpecWoRMS;QFE;Arnoglossus rueppelii;SpecASFIS
107379;Callinectes sapidus;SpecWoRMS;CRB;Callinectes sapidus;SpecASFIS
159313;Cynoscion regalis;SpecWoRMS;STG;Cynoscion regalis;SpecASFIS
273965;Dentex macrophthalmus;SpecWoRMS;DEL;Dentex macrophthalmus;SpecASFIS
126307;Facciolella oxyrhynchus;SpecWoRMS;NHF;Facciolella oxyrhynchus;SpecASFIS
127420;Grammicolepis brachiusculus;SpecWoRMS;GMG;Grammicolepis brachiusculus;SpecASFIS
126117;Limanda;SpecWoRMS;YEX;Limanda;SpecASFIS
107397;Macropipus tuberculatus;SpecWoRMS;MQL;Macropipus tuberculatus;SpecASFIS
107346;Macropodia tenuirostris;SpecWoRMS;IJF;Macropodia tenuirostris;SpecASFIS
126303;Muraena helena;SpecWoRMS;MMH;Muraena helena;SpecASFIS
124316;Paracentrotus lividus;SpecWoRMS;URM;Paracentrotus lividus;SpecASFIS
126945;Parapristipoma octolineatum;SpecWoRMS;GRA;Parapristipoma octolineatum;SpecASFIS
107677;Pasiphaea sivado;SpecWoRMS;FAV;Pasiphaea sivado;SpecASFIS
107656;Plesionika edwardsii;SpecWoRMS;LKW;Plesionika edwardsii;SpecASFIS
107564;Pontophilus spinosus;SpecWoRMS;OFI;Pontophilus spinosus;SpecASFIS
871951;Aetomylaeus bovinus;SpecWoRMS;MPO;Aetomylaeus bovinus;SpecASFIS
107709;Scyllarus arctus;SpecWoRMS;SCY;Scyllarus arctus;SpecASFIS
105778;Scymnodon;SpecWoRMS;QUX;Scymnodon;SpecASFIS
126816;Seriola dumerili;SpecWoRMS;AMB;Seriola dumerili;SpecASFIS
126818;Seriola rivoliana;SpecWoRMS;YTL;Seriola rivoliana;SpecASFIS
125561;Serranidae;SpecWoRMS;BSX;Serranidae;SpecASFIS
126328;Synaphobranchus kaupii;SpecWoRMS;SSK;Synaphobranchus kaupii;SpecASFIS
403345;Dagetichthys lusitanicus;SpecWoRMS;YNU;Dagetichthys lusitanicus;SpecASFIS
141936;Venus verrucosa;SpecWoRMS;VEV;Venus verrucosa;SpecASFIS
11766;Cycloteuthidae;SpecWoRMS;CYC;Cycloteuthidae;SpecASFIS
103251;Hyperia galba;SpecWoRMS;IXV;Hyperia galba;SpecASFIS
110695;Nematoscelis megalops;SpecWoRMS;NMM;Nematoscelis megalops;SpecASFIS
126534;Caulophryne jordani;SpecWoRMS;CAJ;Caulophryne jordani;SpecASFIS
126538;Cryptopsaras couesii;SpecWoRMS;CTQ;Cryptopsaras couesii;SpecASFIS
126550;Linophryne lucifer;SpecWoRMS;LXD;Linophryne lucifer;SpecASFIS
126600;Electrona risso;SpecWoRMS;ELR;Electrona risso;SpecASFIS
126700;Einara edentula;SpecWoRMS;AEE;Einara edentula;SpecASFIS
126748;Sagamichthys schnakenbecki;SpecWoRMS;QBF;Sagamichthys schnakenbecki;SpecASFIS
127284;Cyclothone braueri;SpecWoRMS;YTU;Cyclothone braueri;SpecASFIS
127286;Cyclothone microdon;SpecWoRMS;YTM;Cyclothone microdon;SpecASFIS
127289;Cyclothone pseudopallida;SpecWoRMS;YTS;Cyclothone pseudopallida;SpecASFIS
127308;Argyropelecus gigas;SpecWoRMS;QRB;Argyropelecus gigas;SpecASFIS
127309;Argyropelecus hemigymnus;SpecWoRMS;QRC;Argyropelecus hemigymnus;SpecASFIS
127314;Sternoptyx diaphana;SpecWoRMS;SXD;Sternoptyx diaphana;SpecASFIS
127339;Chirostomias pliopterus;SpecWoRMS;SIO;Chirostomias pliopterus;SpecASFIS
127366;Neonesthes capensis;SpecWoRMS;MNP;Neonesthes capensis;SpecASFIS
127373;Rhadinesthes decimus;SpecWoRMS;RID;Rhadinesthes decimus;SpecASFIS
127377;Trigonolampa miriceps;SpecWoRMS;TLE;Trigonolampa miriceps;SpecASFIS
139125;Chiroteuthis veranii;SpecWoRMS;KTV;Chiroteuthis veranii;SpecASFIS
139429;Teuthowenia megalops;SpecWoRMS;TWM;Teuthowenia megalops;SpecASFIS
153063;Galiteuthis armata;SpecWoRMS;GTH;Galiteuthis armata;SpecASFIS
254316;Nyctiphanes couchii;SpecWoRMS;NVQ;Nyctiphanes couchii;SpecASFIS
1577318;Spicara flexuosum;SpecWoRMS;LXQ;Spicara flexuosa;SpecASFIS
135258;Rhopilema ;SpecWoRMS;JEL;Rhopilema;SpecASFIS
125538;Haemulidae;SpecWoRMS;GRX;Haemulidae (=Pomadasyidae);SpecASFIS
125427;Congridae;SpecWoRMS;COX;Congridae;SpecASFIS
857629;Corbicula manilensis;SpecWoRMS;CMM;Corbicula manilensis;SpecASFIS
158407;Chaceon quinquedens;SpecWoRMS;CRR;Chaceon quinquedens;SpecASFIS
125936;Caranx;SpecWoRMS;TRE;Caranx;SpecASFIS
218404;Caranx sexfasciatus;SpecWoRMS;CXS;Caranx sexfasciatus;SpecASFIS
141101;Charonia lampas;SpecWoRMS;KRJ;Charonia lampas;SpecASFIS
126457;Gaidropsarus mediterraneus;SpecWoRMS;GGD;Gaidropsarus mediterraneus;SpecASFIS
107373;Geryon longipes;SpecWoRMS;GRQ;Geryon longipes;SpecASFIS
125431;Muraenidae;SpecWoRMS;MUI;Muraenidae;SpecASFIS
273567;Symphodus cinereus;SpecWoRMS;YFC;Symphodus cinereus;SpecASFIS
107451;Eriocheir sinensis;SpecWoRMS;ERS;Eriocheir sinensis;SpecASFIS
154314;Ctenopharyngodon idella;SpecWoRMS;FCG;Ctenopharyngodon idella;SpecASFIS
141906;Callista chione;SpecWoRMS;KLK;Callista chione;SpecASFIS
271743;Conger japonicus;SpecWoRMS;COV;Conger japonicus;SpecASFIS
273966;Dentex maroccanus;SpecWoRMS;DEM;Dentex maroccanus;SpecASFIS
325305;Martialia hyadesi;SpecWoRMS;SQS;Martialia hyadesi;SpecASFIS
126139;Coregonus;SpecWoRMS;WHF;Coregonus;SpecASFIS
154375;Thymallus thymallus;SpecWoRMS;TLV;Thymallus thymallus;SpecASFIS
158962;Merluccius bilinearis;SpecWoRMS;HKS;Merluccius bilinearis;SpecASFIS
159184;Lophius americanus;SpecWoRMS;ANG;Lophius americanus;SpecASFIS
105919;Somniosus microcephalus;SpecWoRMS;GSK;Somniosus microcephalus;SpecASFIS
158988;Phycis chesteri;SpecWoRMS;GPE;Phycis chesteri;SpecASFIS
158742;Nezumia bairdi;SpecWoRMS;NZB;Nezumia bairdi;SpecASFIS
158554;Malacoraja senta;SpecWoRMS;RJS;Malacoraja senta;SpecASFIS
10313;Gadiformes;SpecWoRMS;GAD;Gadiformes;SpecASFIS
126453;Gaidropsarus ensis;SpecWoRMS;GDE;Gaidropsarus ensis;SpecASFIS
126643;Notacanthus chemnitzii;SpecWoRMS;NNN;Notacanthus chemnitzii;SpecASFIS
105868;Bathyraja spinicauda;SpecWoRMS;RJQ;Bathyraja spinicauda;SpecASFIS
105829;Harriotta raleighana;SpecWoRMS;HCR;Harriotta raleighana;SpecASFIS
159520;Myoxocephalus octodecemspinosus;SpecWoRMS;MXO;Myoxocephalus octodecemspinosus;SpecASFIS
158559;Lipogenys gillii;SpecWoRMS;NNL;Lipogenys gillii;SpecASFIS
127112;Lycodes reticulatus;SpecWoRMS;LCT;Lycodes reticulatus;SpecASFIS
127235;Cottunculus microps;SpecWoRMS;CVP;Cottunculus microps;SpecASFIS
125774;Urophycis;SpecWoRMS;URZ;Urophycis;SpecASFIS
345843;Sphyraena barracuda;SpecWoRMS;GBA;Sphyraena barracuda;SpecASFIS
105825;Hydrolagus affinis;SpecWoRMS;CYA;Hydrolagus affinis;SpecASFIS
105734;Hydrolagus;SpecWoRMS;HYD;Hydrolagus;SpecASFIS
126132;Solea;SpecWoRMS;SOO;Solea;SpecASFIS
10193;Elasmobranchii;SpecWoRMS;SKX;Elasmobranchii;SpecASFIS
254529;Myoxocephalus quadricornis;SpecWoRMS;SCU;Myoxocephalus spp;SpecASFIS
11734;Loliginidae;SpecWoRMS;SQU;Loliginidae, Ommastrephidae;SpecASFIS
140027;Gonatus steenstrupi;SpecWoRMS;GTI;Gonatus fabricii;SpecASFIS
1264298;Platichthys solemdali ;SpecWoRMS;BWP;Platichthys solemdali;SpecASFIS
126119;Platichthys;SpecWoRMS;BWQ;Platichthys ;SpecASFIS
10194;Actinopterygii;SpecWoRMS;PEL;Actinopterygii;SpecASFIS
10194;Actinopterygii;SpecWoRMS;MZZ;Actinopterygii;SpecASFIS
10194;Actinopterygii;SpecWoRMS;DIA;Actinopterygii;SpecASFIS
10194;Actinopterygii;SpecWoRMS;GRO;Actinopterygii;SpecASFIS
1066;Crustacea;SpecWoRMS;CRU;Crustacea;SpecASFIS
106788;Palaemonidae;SpecWoRMS;PPZ;Palaemonidae;SpecASFIS
11014;Perciformes;SpecWoRMS;DPX;Perciformes;SpecASFIS
124392;Echinocardium cordatum;SpecWoRMS;IHU;Echinocardium cordatum;SpecASFIS
712907;Kajikia audax;SpecWoRMS;KIJ;Kajikia audax;SpecASFIS
271509;Bathyraja brachyurops;SpecWoRMS;RJH;Raja brachyura;SpecASFIS
